concepts_name,primary_part,parts,paper_ids,supporting_titles,supporting_urls,canonical_urls,paper_row_count,verified_true_paper_rows,verification_statuses,citation_count_agg,definition,what_count,what_do_not_count,concept_text,evidence_texts,definition_variant_count,what_count_variant_count,what_not_variant_count,I_def,I_count,I_not,I_obs,A,P,label_similarity_indicator,label_similarity_ideation,label_similarity_attempt,label_similarity_behaviour,L,closest_label,V,E,evidence_preview,Q,decision,final_rank,part_rank
adverse_childhood_experience_load,Developmental and contextual vulnerability,Developmental and contextual vulnerability,S19_ACE_2001,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span",https://pubmed.ncbi.nlm.nih.gov/11754674/,https://pubmed.ncbi.nlm.nih.gov/11754674/,1,,not_audited,"~2284 OpenAlex, checked 2026-06-11",Cumulative childhood adversity burden creating long-term vulnerability.,"Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness.","A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","adverse_childhood_experience_load. Definition: Cumulative childhood adversity burden creating long-term vulnerability. What counts: Multiple adverse childhood experiences, unsafe upbringing, abuse, neglect, parental violence, incarceration, household substance use or mental illness. What does not count: A single ordinary childhood difficulty without threat, neglect, violence, or household dysfunction.","Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",1,1,1,,,,,,,,,,,,,,,"Childhood abuse, household dysfunction, and the risk of attempted suicide throughout the life span | JAMA (2001) | Adverse Childhood Experiences | distal vulnerability | Background vulnerabilities and life-context factors that shape sensitivity to later stress, separated from acute crisis state.",,no_audit_include,1,1
appetite_weight_change,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S37_MDD_DSM,Major Depressive Disorder,https://www.ncbi.nlm.nih.gov/books/NBK559078/,https://www.ncbi.nlm.nih.gov/books/NBK559078/,1,,not_audited,diagnostic framework summary; citation count not applicable,Marked appetite or weight change connected to mental state.,"Cannot eat, binge eating due to distress, major weight loss/gain, appetite gone.","Dieting, normal hunger, food preference, or medical-only appetite issue without mental-state link.","appetite_weight_change. Definition: Marked appetite or weight change connected to mental state. What counts: Cannot eat, binge eating due to distress, major weight loss/gain, appetite gone. What does not count: Dieting, normal hunger, food preference, or medical-only appetite issue without mental-state link.","Major Depressive Disorder | StatPearls / NCBI Bookshelf (2023) | DSM-style depressive episode attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Major Depressive Disorder | StatPearls / NCBI Bookshelf (2023) | DSM-style depressive episode attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,32,6
concentration_impairment,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S37_MDD_DSM,Major Depressive Disorder,https://www.ncbi.nlm.nih.gov/books/NBK559078/,https://www.ncbi.nlm.nih.gov/books/NBK559078/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Difficulty focusing, deciding, remembering, or thinking clearly.","Cannot concentrate, brain fog, cannot make decisions, reading/work impossible because mind fails.",Distraction from a noisy room or routine procrastination.,"concentration_impairment. Definition: Difficulty focusing, deciding, remembering, or thinking clearly. What counts: Cannot concentrate, brain fog, cannot make decisions, reading/work impossible because mind fails. What does not count: Distraction from a noisy room or routine procrastination.","Major Depressive Disorder | StatPearls / NCBI Bookshelf (2023) | DSM-style depressive episode attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Major Depressive Disorder | StatPearls / NCBI Bookshelf (2023) | DSM-style depressive episode attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,33,7
psychomotor_change,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S37_MDD_DSM,Major Depressive Disorder,https://www.ncbi.nlm.nih.gov/books/NBK559078/,https://www.ncbi.nlm.nih.gov/books/NBK559078/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Observable slowing, restlessness, or agitation linked to mood/anxiety state.","Cannot sit still, pacing, slowed movement, frozen in bed, moving like everything is heavy.","Being busy, energetic, or physically tired without agitation/slowing.","psychomotor_change. Definition: Observable slowing, restlessness, or agitation linked to mood/anxiety state. What counts: Cannot sit still, pacing, slowed movement, frozen in bed, moving like everything is heavy. What does not count: Being busy, energetic, or physically tired without agitation/slowing.","Major Depressive Disorder | StatPearls / NCBI Bookshelf (2023) | DSM-style depressive episode attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Major Depressive Disorder | StatPearls / NCBI Bookshelf (2023) | DSM-style depressive episode attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,34,8
generalized_anxiety_worry,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S28_ANXIETY_META,The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis,https://pubmed.ncbi.nlm.nih.gov/23408488/,https://pubmed.ncbi.nlm.nih.gov/23408488/,1,,not_audited,"~263 OpenAlex, checked 2026-06-11","Persistent worry, tension, or anxious anticipation.","Constant worry, cannot relax, what-if thoughts, dread about many things, anxiety controls life.",Reasonable concern about one concrete upcoming task.,"generalized_anxiety_worry. Definition: Persistent worry, tension, or anxious anticipation. What counts: Constant worry, cannot relax, what-if thoughts, dread about many things, anxiety controls life. What does not count: Reasonable concern about one concrete upcoming task.","The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis | Depression and Anxiety / related literature (2013) | Anxiety risk evidence | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis | Depression and Anxiety / related literature (2013) | Anxiety risk evidence | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,35,9
panic_arousal,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S28_ANXIETY_META,The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis,https://pubmed.ncbi.nlm.nih.gov/23408488/,https://pubmed.ncbi.nlm.nih.gov/23408488/,1,,not_audited,"~263 OpenAlex, checked 2026-06-11","Acute panic-like arousal, fear surge, or body alarm state.","Panic attack, heart racing, cannot breathe, shaking, terror surge, fear of losing control.",Healthy excitement or brief nervousness.,"panic_arousal. Definition: Acute panic-like arousal, fear surge, or body alarm state. What counts: Panic attack, heart racing, cannot breathe, shaking, terror surge, fear of losing control. What does not count: Healthy excitement or brief nervousness.","The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis | Depression and Anxiety / related literature (2013) | Anxiety risk evidence | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis | Depression and Anxiety / related literature (2013) | Anxiety risk evidence | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,36,10
social_anxiety_fear_of_judgment,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S28_ANXIETY_META,The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis,https://pubmed.ncbi.nlm.nih.gov/23408488/,https://pubmed.ncbi.nlm.nih.gov/23408488/,1,,not_audited,"~263 OpenAlex, checked 2026-06-11","Fear of scrutiny, embarrassment, or negative evaluation by others.","Terrified of being judged, embarrassed in public, cannot speak to people, social fear.",Preference for privacy or ordinary shyness without distress/avoidance.,"social_anxiety_fear_of_judgment. Definition: Fear of scrutiny, embarrassment, or negative evaluation by others. What counts: Terrified of being judged, embarrassed in public, cannot speak to people, social fear. What does not count: Preference for privacy or ordinary shyness without distress/avoidance.","The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis | Depression and Anxiety / related literature (2013) | Anxiety risk evidence | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"The association between anxiety disorders and suicidal behaviors: a systematic review and meta-analysis | Depression and Anxiety / related literature (2013) | Anxiety risk evidence | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,37,11
trauma_intrusion_reexperiencing,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S38_PTSD_CPTSD,Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,1,,not_audited,diagnostic framework/guidance; citation count not applicable,"Intrusive memories, flashbacks, or reliving trauma.","Flashbacks, intrusive trauma memories, trauma nightmares, reliving it as if now.",Remembering a bad event voluntarily without intrusion/reliving.,"trauma_intrusion_reexperiencing. Definition: Intrusive memories, flashbacks, or reliving trauma. What counts: Flashbacks, intrusive trauma memories, trauma nightmares, reliving it as if now. What does not count: Remembering a bad event voluntarily without intrusion/reliving.","Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,38,12
trauma_avoidance,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S38_PTSD_CPTSD,Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,1,,not_audited,diagnostic framework/guidance; citation count not applicable,"Avoidance of trauma reminders, thoughts, places, people, or feelings.","Avoiding reminders, cannot talk about it, avoiding places/people linked to trauma.",Avoiding ordinary disliked tasks without trauma link.,"trauma_avoidance. Definition: Avoidance of trauma reminders, thoughts, places, people, or feelings. What counts: Avoiding reminders, cannot talk about it, avoiding places/people linked to trauma. What does not count: Avoiding ordinary disliked tasks without trauma link.","Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,39,13
hypervigilance_threat_reactivity,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S38_PTSD_CPTSD,Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,1,,not_audited,diagnostic framework/guidance; citation count not applicable,Persistent heightened threat response such as hypervigilance or startle.,"Always on guard, jumpy, scanning danger, hypervigilant, easily startled after trauma.","Normal caution in a dangerous setting without persistent startle, scanning, or trauma-linked threat response.","hypervigilance_threat_reactivity. Definition: Persistent heightened threat response such as hypervigilance or startle. What counts: Always on guard, jumpy, scanning danger, hypervigilant, easily startled after trauma. What does not count: Normal caution in a dangerous setting without persistent startle, scanning, or trauma-linked threat response.","Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,40,14
dissociation_detachment,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S38_PTSD_CPTSD,Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,https://www.phoenixaustralia.org/wp-content/uploads/2022/08/Chapter-7.-CPTSD.pdf,1,,not_audited,diagnostic framework/guidance; citation count not applicable,"Feeling unreal, detached from body/self/world, or dissociated under stress.","Dissociating, depersonalization, derealization, watching self from outside, world unreal.",Daydreaming or distraction without detachment/unreality.,"dissociation_detachment. Definition: Feeling unreal, detached from body/self/world, or dissociated under stress. What counts: Dissociating, depersonalization, derealization, watching self from outside, world unreal. What does not count: Daydreaming or distraction without detachment/unreality.","Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Complex PTSD: Australian Guidelines / ICD-11 CPTSD summary | Phoenix Australia; ICD-11-informed guidance (2022) | ICD-11 PTSD/CPTSD | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,41,15
manic_activation_decreased_sleep,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S41_BIPOLAR_MANIA,Bipolar Disorder,https://www.ncbi.nlm.nih.gov/books/NBK558998/,https://www.ncbi.nlm.nih.gov/books/NBK558998/,1,,not_audited,diagnostic framework summary; citation count not applicable,High activation with decreased need for sleep or unusually elevated/irritable energy.,"Needing little sleep, wired for days, unusually energized, racing activity, elevated or irritable activation.","Normal productivity, excitement, or one late night without unusually elevated/irritable activation.","manic_activation_decreased_sleep. Definition: High activation with decreased need for sleep or unusually elevated/irritable energy. What counts: Needing little sleep, wired for days, unusually energized, racing activity, elevated or irritable activation. What does not count: Normal productivity, excitement, or one late night without unusually elevated/irritable activation.","Bipolar Disorder | StatPearls / NCBI Bookshelf (2024) | Bipolar/mania attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Bipolar Disorder | StatPearls / NCBI Bookshelf (2024) | Bipolar/mania attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,42,16
racing_thoughts_or_pressured_speech,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S41_BIPOLAR_MANIA,Bipolar Disorder,https://www.ncbi.nlm.nih.gov/books/NBK558998/,https://www.ncbi.nlm.nih.gov/books/NBK558998/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Racing thoughts, pressured speech, or accelerated mental tempo.","Thoughts racing, cannot slow mind, talking fast, ideas jumping, pressured speech.",Excitement about an idea without impairment.,"racing_thoughts_or_pressured_speech. Definition: Racing thoughts, pressured speech, or accelerated mental tempo. What counts: Thoughts racing, cannot slow mind, talking fast, ideas jumping, pressured speech. What does not count: Excitement about an idea without impairment.","Bipolar Disorder | StatPearls / NCBI Bookshelf (2024) | Bipolar/mania attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Bipolar Disorder | StatPearls / NCBI Bookshelf (2024) | Bipolar/mania attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,43,17
psychotic_like_experiences,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S42_PSYCHOSIS,Psychosis,https://www.ncbi.nlm.nih.gov/books/NBK546579/,https://www.ncbi.nlm.nih.gov/books/NBK546579/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Unusual perceptual experiences, delusions, paranoia, or disorganized reality testing.","Hearing/seeing things, paranoid beliefs, delusional conviction, thoughts disorganized, reality distorted.","Metaphor, spiritual belief, or creative writing without impaired reality testing.","psychotic_like_experiences. Definition: Unusual perceptual experiences, delusions, paranoia, or disorganized reality testing. What counts: Hearing/seeing things, paranoid beliefs, delusional conviction, thoughts disorganized, reality distorted. What does not count: Metaphor, spiritual belief, or creative writing without impaired reality testing.","Psychosis | StatPearls / NCBI Bookshelf (2024) | Psychosis attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Psychosis | StatPearls / NCBI Bookshelf (2024) | Psychosis attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,44,18
somatic_distress_or_health_anxiety,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S36_HITOP,Integrating the Hierarchical Taxonomy of Psychopathology (HiTOP) into clinical practice,https://pmc.ncbi.nlm.nih.gov/articles/PMC6859953/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6859953/,1,,not_audited,"~333 OpenAlex, checked 2026-06-11",Distressing bodily symptoms or health worries as mental-health burden.,"Persistent unexplained symptoms, fear of illness, body complaints tied to anxiety/distress.",Known acute illness with no distress amplification.,"somatic_distress_or_health_anxiety. Definition: Distressing bodily symptoms or health worries as mental-health burden. What counts: Persistent unexplained symptoms, fear of illness, body complaints tied to anxiety/distress. What does not count: Known acute illness with no distress amplification.","Integrating the Hierarchical Taxonomy of Psychopathology (HiTOP) into clinical practice | Journal of Consulting and Clinical Psychology / PMC overview (2019) | HiTOP | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Integrating the Hierarchical Taxonomy of Psychopathology (HiTOP) into clinical practice | Journal of Consulting and Clinical Psychology / PMC overview (2019) | HiTOP | transdiagnostic symptom | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,45,19
body_image_distress,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S43_EATING_ATTR,Eating Disorders,https://www.ncbi.nlm.nih.gov/books/?term=eating+disorders+StatPearls,https://www.ncbi.nlm.nih.gov/books/?term=eating+disorders+StatPearls,1,,not_audited,diagnostic framework summary; citation count not applicable,"Distress, shame, or preoccupation about body shape, weight, or appearance.","Hating body, body shame, weight/shape obsession, appearance disgust controlling mood.",Routine fitness goals or mild appearance preference.,"body_image_distress. Definition: Distress, shame, or preoccupation about body shape, weight, or appearance. What counts: Hating body, body shame, weight/shape obsession, appearance disgust controlling mood. What does not count: Routine fitness goals or mild appearance preference.","Eating Disorders | StatPearls / NCBI Bookshelf (2024) | Eating-disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Eating Disorders | StatPearls / NCBI Bookshelf (2024) | Eating-disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,46,20
disordered_eating_behavior,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S43_EATING_ATTR,Eating Disorders,https://www.ncbi.nlm.nih.gov/books/?term=eating+disorders+StatPearls,https://www.ncbi.nlm.nih.gov/books/?term=eating+disorders+StatPearls,1,,not_audited,diagnostic framework summary; citation count not applicable,"Restrictive eating, bingeing, purging, or eating behavior driven by distress/body concerns.","Starving, binge/purge, laxatives, compulsive restriction, eating rules causing impairment.",Ordinary dieting or appetite change without disordered pattern.,"disordered_eating_behavior. Definition: Restrictive eating, bingeing, purging, or eating behavior driven by distress/body concerns. What counts: Starving, binge/purge, laxatives, compulsive restriction, eating rules causing impairment. What does not count: Ordinary dieting or appetite change without disordered pattern.","Eating Disorders | StatPearls / NCBI Bookshelf (2024) | Eating-disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"Eating Disorders | StatPearls / NCBI Bookshelf (2024) | Eating-disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,47,21
substance_craving_impaired_control,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S40_SUD_DSM,DSM-5 Criteria for Substance Use Disorders,https://pmc.ncbi.nlm.nih.gov/articles/PMC3767415/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3767415/,1,,not_audited,diagnostic framework summary; citation count not applicable,Craving or impaired control over alcohol/drug use.,"Cannot stop drinking/using, cravings, using more than intended, failed cut-down attempts.",Occasional use without craving or control loss.,"substance_craving_impaired_control. Definition: Craving or impaired control over alcohol/drug use. What counts: Cannot stop drinking/using, cravings, using more than intended, failed cut-down attempts. What does not count: Occasional use without craving or control loss.","DSM-5 Criteria for Substance Use Disorders | PMC DSM-5 criteria summary (2013) | Substance use disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"DSM-5 Criteria for Substance Use Disorders | PMC DSM-5 criteria summary (2013) | Substance use disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,48,22
withdrawal_or_tolerance_context,Psychiatric and transdiagnostic symptom expression,Psychiatric and transdiagnostic symptom expression,S40_SUD_DSM,DSM-5 Criteria for Substance Use Disorders,https://pmc.ncbi.nlm.nih.gov/articles/PMC3767415/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3767415/,1,,not_audited,diagnostic framework summary; citation count not applicable,"Withdrawal, tolerance, or escalating substance need.","Withdrawal symptoms, needing more to feel effect, using to avoid withdrawal, tolerance increasing.",One-time hangover or ordinary caffeine tolerance without impairment.,"withdrawal_or_tolerance_context. Definition: Withdrawal, tolerance, or escalating substance need. What counts: Withdrawal symptoms, needing more to feel effect, using to avoid withdrawal, tolerance increasing. What does not count: One-time hangover or ordinary caffeine tolerance without impairment.","DSM-5 Criteria for Substance Use Disorders | PMC DSM-5 criteria summary (2013) | Substance use disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",1,1,1,,,,,,,,,,,,,,,"DSM-5 Criteria for Substance Use Disorders | PMC DSM-5 criteria summary (2013) | Substance use disorder attributes | diagnostic attribute | Observable symptoms and dimensional psychopathology attributes from DSM/ICD/RDoC/HiTOP-style frameworks, without diagnosis labels.",,no_audit_include,49,23
hopelessness_future_negation,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S07_HOPELESSNESS_1985,Hopelessness and eventual suicide: a 10-year prospective study of patients hospitalized with suicidal ideation,https://pubmed.ncbi.nlm.nih.gov/3985195/,https://pubmed.ncbi.nlm.nih.gov/3985195/,1,,not_audited,"~1723 OpenAlex, checked 2026-06-11","Expectation that improvement, relief, or valued future outcomes are impossible.","No future, nothing will improve, always this way, no chance of relief, permanent negative future predictions.","Uncertainty, pessimism about one event, or temporary disappointment.","hopelessness_future_negation. Definition: Expectation that improvement, relief, or valued future outcomes are impossible. What counts: No future, nothing will improve, always this way, no chance of relief, permanent negative future predictions. What does not count: Uncertainty, pessimism about one event, or temporary disappointment.","Hopelessness and eventual suicide: a 10-year prospective study of patients hospitalized with suicidal ideation | American Journal of Psychiatry (1985) | Hopelessness theory / prospective risk | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"Hopelessness and eventual suicide: a 10-year prospective study of patients hospitalized with suicidal ideation | American Journal of Psychiatry (1985) | Hopelessness theory / prospective risk | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,50,1
defeat_appraisal,"Cognitive appraisal, hopelessness, and control","Cognitive appraisal, hopelessness, and control",S05_CRY_PAIN_2009,Elaborating the cry of pain model of suicidality,https://pubmed.ncbi.nlm.nih.gov/19302734/,https://pubmed.ncbi.nlm.nih.gov/19302734/,1,,not_audited,"~159 OpenAlex, mechanism-source exception, checked 2026-06-11","Feeling beaten, failed, or defeated by life or circumstances.","Lost to life, beaten down, cannot win, total failure, life defeated me.",Losing a game or failing one task without global defeat.,"defeat_appraisal. Definition: Feeling beaten, failed, or defeated by life or circumstances. What counts: Lost to life, beaten down, cannot win, total failure, life defeated me. What does not count: Losing a game or failing one task without global defeat.","Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",1,1,1,,,,,,,,,,,,,,,"Elaborating the cry of pain model of suicidality | British Journal of Clinical Psychology (2009) | Cry of Pain model | cognitive mechanism | Appraisals about future, defeat, escape, solvability, mental control, and rigid thinking.",,no_audit_include,51,2
